Land,Ride,Day of Week,Local Time,wait_minutes,is_long_wait,delta_wait,wait_bucket,land_avg_wait
Pixar Pier,Games of Pixar Pier,Monday,2024-07-08 18:30:03.881392-07:00,5,false,0,low,19.29
Pixar Pier,Games of Pixar Pier,Monday,2024-07-08 18:45:03.864851-07:00,5,false,0,low,22.14
Pixar Pier,Games of Pixar Pier,Monday,2024-07-08 19:00:03.809919-07:00,5,false,0,low,23.57
Pixar Pier,Games of Pixar Pier,Monday,2024-07-08 19:15:03.760389-07:00,5,false,0,low,20.71
Pixar Pier,Games of Pixar Pier,Monday,2024-07-08 19:30:03.778871-07:00,5,false,0,low,18.57
Pixar Pier,Games of Pixar Pier,Monday,2024-07-08 19:45:03.709468-07:00,5,false,0,low,21.0
Pixar Pier,Games of Pixar Pier,Monday,2024-07-08 20:00:03.808298-07:00,5,false,0,low,20.83
Pixar Pier,Games of Pixar Pier,Monday,2024-07-08 20:15:04.479914-07:00,5,false,0,low,21.67
Pixar Pier,Games of Pixar Pier,Monday,2024-07-08 20:30:04.568513-07:00,5,false,0,low,22.5
Pixar Pier,Games of Pixar Pier,Monday,2024-07-08 20:45:03.564814-07:00,5,false,0,low,22.5
Pixar Pier,Games of Pixar Pier,Monday,2024-07-08 21:00:03.817336-07:00,5,false,0,low,24.0
Pixar Pier,Games of Pixar Pier,Tuesday,2024-07-09 13:00:04.313878-07:00,5,false,0,low,30.0
Pixar Pier,Games of Pixar Pier,Tuesday,2024-07-09 13:15:04.224809-07:00,5,false,0,low,28.57
Pixar Pier,Games of Pixar Pier,Tuesday,2024-07-09 13:30:04.148748-07:00,5,false,0,low,34.29
Pixar Pier,Games of Pixar Pier,Tuesday,2024-07-09 13:45:04.167446-07:00,5,false,0,low,36.43
Pixar Pier,Games of Pixar Pier,Tuesday,2024-07-09 14:00:04.252667-07:00,5,false,0,low,34.29
Pixar Pier,Games of Pixar Pier,Tuesday,2024-07-09 14:15:05.015161-07:00,5,false,0,low,32.86
Pixar Pier,Games of Pixar Pier,Tuesday,2024-07-09 14:30:03.968196-07:00,5,false,0,low,33.57
Pixar Pier,Games of Pixar Pier,Tuesday,2024-07-09 14:45:04.175252-07:00,5,false,0,low,30.0
Pixar Pier,Games of Pixar Pier,Tuesday,2024-07-09 15:00:04.066271-07:00,5,false,0,low,27.86
Pixar Pier,Games of Pixar Pier,Tuesday,2024-07-09 15:15:03.950209-07:00,5,false,0,low,22.14
Pixar Pier,Games of Pixar Pier,Tuesday,2024-07-09 15:30:03.892310-07:00,5,false,0,low,33.12
Pixar Pier,Games of Pixar Pier,Tuesday,2024-07-09 15:45:03.879355-07:00,5,false,0,low,33.75
Pixar Pier,Games of Pixar Pier,Tuesday,2024-07-09 16:00:03.748407-07:00,5,false,0,low,30.0
Pixar Pier,Games of Pixar Pier,Tuesday,2024-07-09 16:15:04.007652-07:00,5,false,0,low,31.25
Pixar Pier,Games of Pixar Pier,Tuesday,2024-07-09 16:30:04.109573-07:00,5,false,0,low,35.62
Pixar Pier,Games of Pixar Pier,Tuesday,2024-07-09 16:45:04.020614-07:00,5,false,0,low,26.88
Pixar Pier,Games of Pixar Pier,Tuesday,2024-07-09 17:00:04.945025-07:00,5,false,0,low,31.88
Pixar Pier,Games of Pixar Pier,Tuesday,2024-07-09 17:15:04.037489-07:00,5,false,0,low,36.25
Pixar Pier,Games of Pixar Pier,Tuesday,2024-07-09 17:30:04.366710-07:00,5,false,0,low,35.62
Pixar Pier,Games of Pixar Pier,Tuesday,2024-07-09 17:45:04.335331-07:00,5,false,0,low,37.5
Pixar Pier,Games of Pixar Pier,Tuesday,2024-07-09 18:00:04.262074-07:00,5,false,0,low,37.5
Pixar Pier,Games of Pixar Pier,Tuesday,2024-07-09 18:15:04.158426-07:00,5,false,0,low,35.0
Pixar Pier,Games of Pixar Pier,Tuesday,2024-07-09 18:30:04.114731-07:00,5,false,0,low,38.75
Pixar Pier,Games of Pixar Pier,Tuesday,2024-07-09 18:45:04.340184-07:00,5,false,0,low,38.75
Pixar Pier,Games of Pixar Pier,Tuesday,2024-07-09 19:00:04.256332-07:00,5,false,0,low,35.62
Pixar Pier,Games of Pixar Pier,Tuesday,2024-07-09 19:15:04.151595-07:00,5,false,0,low,37.5
Pixar Pier,Games of Pixar Pier,Tuesday,2024-07-09 19:30:04.123524-07:00,5,false,0,low,33.12
Pixar Pier,Games of Pixar Pier,Tuesday,2024-07-09 19:45:04.072913-07:00,5,false,0,low,26.67
Pixar Pier,Games of Pixar Pier,Tuesday,2024-07-09 20:00:03.966397-07:00,5,false,0,low,31.67
Pixar Pier,Games of Pixar Pier,Tuesday,2024-07-09 20:15:03.830824-07:00,5,false,0,low,30.0
Pixar Pier,Games of Pixar Pier,Tuesday,2024-07-09 20:30:03.818977-07:00,5,false,0,low,30.83
Pixar Pier,Games of Pixar Pier,Tuesday,2024-07-09 20:45:03.723996-07:00,5,false,0,low,31.67
Pixar Pier,Games of Pixar Pier,Tuesday,2024-07-09 21:00:03.643492-07:00,5,false,0,low,36.0
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 08:45:03.909531-07:00,5,false,0,low,13.0
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 09:00:03.826492-07:00,5,false,0,low,13.57
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 09:15:03.761886-07:00,5,false,0,low,12.14
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 09:30:03.743515-07:00,5,false,0,low,13.57
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 09:45:03.830533-07:00,5,false,0,low,16.43
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 10:00:03.747302-07:00,5,false,0,low,18.57
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 10:15:03.995368-07:00,5,false,0,low,17.86
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 10:30:04.001095-07:00,5,false,0,low,25.71
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 10:45:04.278958-07:00,5,false,0,low,25.0
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 11:00:04.224704-07:00,5,false,0,low,24.29
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 11:15:04.154493-07:00,5,false,0,low,22.86
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 11:30:04.133879-07:00,5,false,0,low,25.0
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 11:45:04.098114-07:00,5,false,0,low,24.29
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 12:00:04.081662-07:00,5,false,0,low,23.75
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 12:15:03.992553-07:00,5,false,0,low,30.62
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 12:30:04.033750-07:00,5,false,0,low,27.5
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 12:45:04.057584-07:00,5,false,0,low,28.12
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 13:00:04.019677-07:00,5,false,0,low,25.0
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 13:15:03.957515-07:00,5,false,0,low,25.71
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 13:30:03.966572-07:00,5,false,0,low,24.38
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 13:45:03.902070-07:00,5,false,0,low,26.88
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 14:00:04.486083-07:00,5,false,0,low,22.5
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 14:15:03.796568-07:00,5,false,0,low,21.88
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 14:30:03.832366-07:00,5,false,0,low,24.38
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 14:45:03.774044-07:00,5,false,0,low,24.38
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 15:00:03.719863-07:00,5,false,0,low,20.62
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 15:15:03.908712-07:00,5,false,0,low,18.75
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 15:30:03.993282-07:00,5,false,0,low,17.5
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 15:45:03.941422-07:00,5,false,0,low,16.88
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 16:00:03.903895-07:00,5,false,0,low,18.12
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 16:15:04.081412-07:00,5,false,0,low,20.62
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 16:30:04.113368-07:00,5,false,0,low,21.25
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 16:45:05.221414-07:00,5,false,0,low,16.88
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 17:00:04.349045-07:00,5,false,0,low,16.88
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 17:15:04.289159-07:00,5,false,0,low,18.12
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 17:30:04.775474-07:00,5,false,0,low,18.75
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 17:45:03.839446-07:00,5,false,0,low,22.5
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 18:00:03.810137-07:00,5,false,0,low,24.29
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 18:15:03.751041-07:00,5,false,0,low,26.43
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 18:30:03.799645-07:00,5,false,0,low,18.12
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 18:45:03.809212-07:00,5,false,0,low,19.38
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 19:00:03.745587-07:00,5,false,0,low,18.12
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 19:15:03.711389-07:00,5,false,0,low,19.38
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 19:30:03.928464-07:00,5,false,0,low,20.0
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 19:45:03.946855-07:00,5,false,0,low,14.0
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 20:00:03.960532-07:00,5,false,0,low,14.0
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 20:15:03.913816-07:00,5,false,0,low,17.0
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 20:30:04.050021-07:00,5,false,0,low,22.0
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 20:45:04.013692-07:00,5,false,0,low,25.0
Pixar Pier,Games of Pixar Pier,Wednesday,2024-07-10 21:00:03.981229-07:00,5,false,0,low,24.0
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 08:45:04.300893-07:00,5,false,0,low,6.25
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 09:00:04.944253-07:00,5,false,0,low,7.5
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 09:15:03.985152-07:00,5,false,0,low,7.5
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 09:30:04.109134-07:00,5,false,0,low,11.43
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 09:45:04.252381-07:00,5,false,0,low,11.43
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 10:00:04.272141-07:00,5,false,0,low,11.43
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 10:15:04.273134-07:00,5,false,0,low,12.14
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 10:30:04.341938-07:00,5,false,0,low,12.14
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 10:45:04.315953-07:00,5,false,0,low,16.43
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 11:00:04.546238-07:00,5,false,0,low,16.43
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 11:15:03.539531-07:00,5,false,0,low,23.57
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 11:30:03.586151-07:00,5,false,0,low,23.57
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 11:45:03.597625-07:00,5,false,0,low,26.43
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 12:00:03.697387-07:00,5,false,0,low,22.86
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 12:15:03.796793-07:00,5,false,0,low,23.57
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 12:30:03.884427-07:00,5,false,0,low,23.57
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 12:45:03.917651-07:00,5,false,0,low,23.57
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 13:00:04.129964-07:00,5,false,0,low,22.14
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 13:15:09.232797-07:00,5,false,0,low,18.57
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 13:30:04.323977-07:00,5,false,0,low,21.43
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 13:45:04.355782-07:00,5,false,0,low,22.14
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 14:00:04.493435-07:00,5,false,0,low,20.71
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 14:15:03.529905-07:00,5,false,0,low,21.43
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 14:30:03.775094-07:00,5,false,0,low,21.43
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 14:45:03.792848-07:00,5,false,0,low,20.0
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 15:00:03.849087-07:00,5,false,0,low,21.43
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 15:15:03.887313-07:00,5,false,0,low,19.29
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 15:30:03.990770-07:00,5,false,0,low,17.14
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 15:45:04.018677-07:00,5,false,0,low,18.12
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 16:00:04.092215-07:00,5,false,0,low,15.62
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 16:15:04.126128-07:00,5,false,0,low,15.0
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 16:30:04.194633-07:00,5,false,0,low,16.43
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 16:45:04.223464-07:00,5,false,0,low,17.14
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 17:00:04.912838-07:00,5,false,0,low,24.29
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 17:15:04.434801-07:00,5,false,0,low,22.14
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 17:30:03.602353-07:00,5,false,0,low,20.71
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 17:45:03.639674-07:00,5,false,0,low,22.14
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 18:00:04.394620-07:00,5,false,0,low,26.43
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 18:15:03.454259-07:00,5,false,0,low,25.62
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 18:30:03.525405-07:00,5,false,0,low,21.88
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 18:45:03.549833-07:00,5,false,0,low,22.5
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 19:00:04.400788-07:00,5,false,0,low,18.12
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 19:15:03.587729-07:00,5,false,0,low,21.25
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 19:30:03.703524-07:00,5,false,0,low,22.5
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 19:45:03.770681-07:00,5,false,0,low,22.5
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 20:00:04.358155-07:00,5,false,0,low,22.5
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 20:15:05.475672-07:00,5,false,0,low,20.83
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 20:30:03.587466-07:00,5,false,0,low,19.17
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 20:45:03.641314-07:00,5,false,0,low,20.0
Pixar Pier,Games of Pixar Pier,Thursday,2024-07-11 21:00:03.827987-07:00,5,false,0,low,22.0
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 08:45:03.899685-07:00,5,false,0,low,6.43
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 09:00:04.283158-07:00,5,false,0,low,10.62
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 09:15:04.426175-07:00,5,false,0,low,11.25
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 09:30:03.564877-07:00,5,false,0,low,8.12
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 09:45:03.670835-07:00,5,false,0,low,14.29
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 10:00:03.808044-07:00,5,false,0,low,15.71
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 10:15:03.887840-07:00,5,false,0,low,14.29
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 10:30:04.010916-07:00,5,false,0,low,15.0
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 10:45:04.113555-07:00,5,false,0,low,16.43
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 11:00:04.257173-07:00,5,false,0,low,18.12
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 11:15:04.364117-07:00,5,false,0,low,17.5
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 11:30:03.509905-07:00,5,false,0,low,16.25
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 11:45:03.586621-07:00,5,false,0,low,19.38
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 12:00:03.695735-07:00,5,false,0,low,18.12
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 12:15:03.825444-07:00,5,false,0,low,16.88
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 12:30:03.974020-07:00,5,false,0,low,15.0
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 12:45:04.043187-07:00,5,false,0,low,18.12
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 13:00:04.133251-07:00,5,false,0,low,20.62
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 13:15:04.232188-07:00,5,false,0,low,20.62
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 13:30:04.711981-07:00,5,false,0,low,20.0
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 13:45:03.781816-07:00,5,false,0,low,23.75
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 14:00:03.907812-07:00,5,false,0,low,24.38
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 14:15:04.002511-07:00,5,false,0,low,25.0
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 14:30:04.188336-07:00,5,false,0,low,22.5
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 14:45:04.281792-07:00,5,false,0,low,22.5
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 15:00:04.345536-07:00,5,false,0,low,20.62
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 15:15:04.441954-07:00,5,false,0,low,23.12
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 15:30:03.840385-07:00,5,false,0,low,23.75
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 15:45:04.018135-07:00,5,false,0,low,25.0
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 16:00:04.125758-07:00,5,false,0,low,22.5
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 16:15:04.538980-07:00,5,false,0,low,20.0
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 16:30:03.708100-07:00,30,false,25,high,21.25
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 16:45:03.775799-07:00,30,false,0,high,23.75
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 17:00:04.308672-07:00,30,false,0,high,26.25
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 17:15:03.441235-07:00,30,false,0,high,26.88
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 17:30:03.601713-07:00,30,false,0,high,23.12
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 17:45:03.715200-07:00,30,false,0,high,18.75
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 18:00:03.822661-07:00,30,false,0,high,20.62
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 18:15:03.918114-07:00,30,false,0,high,20.62
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 18:30:04.141823-07:00,30,false,0,high,21.88
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 18:45:04.229947-07:00,30,false,0,high,24.29
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 19:00:04.326540-07:00,25,false,-5,medium,18.12
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 19:15:04.416619-07:00,35,false,10,high,20.0
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 19:30:03.617869-07:00,35,false,0,high,22.5
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 19:45:03.750783-07:00,35,false,0,high,25.0
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 20:00:03.854294-07:00,35,false,0,high,24.17
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 20:15:03.952338-07:00,35,false,0,high,23.33
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 20:30:04.103595-07:00,35,false,0,high,23.33
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 20:45:04.211077-07:00,35,false,0,high,27.5
Pixar Pier,Games of Pixar Pier,Friday,2024-07-12 21:00:04.332887-07:00,35,false,0,high,33.0
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 08:15:03.514532-07:00,5,false,-30,low,6.25
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 08:30:03.700241-07:00,5,false,0,low,6.25
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 08:45:03.799172-07:00,5,false,0,low,5.0
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 09:00:04.038930-07:00,5,false,0,low,6.25
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 09:15:04.160873-07:00,5,false,0,low,6.25
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 09:30:04.355591-07:00,5,false,0,low,9.38
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 09:45:03.456405-07:00,5,false,0,low,10.0
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 10:00:03.538140-07:00,5,false,0,low,10.0
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 10:15:03.680677-07:00,5,false,0,low,13.12
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 10:30:03.852439-07:00,5,false,0,low,19.38
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 10:45:04.015867-07:00,5,false,0,low,18.12
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 11:00:04.141351-07:00,5,false,0,low,13.75
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 11:15:04.314172-07:00,5,false,0,low,16.25
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 11:30:03.526097-07:00,5,false,0,low,19.38
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 11:45:03.633264-07:00,5,false,0,low,19.38
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 12:00:03.789039-07:00,5,false,0,low,16.88
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 12:15:03.911886-07:00,5,false,0,low,16.25
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 12:30:04.232996-07:00,5,false,0,low,16.25
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 12:45:04.359121-07:00,5,false,0,low,15.62
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 13:00:03.660454-07:00,5,false,0,low,17.5
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 13:15:03.800664-07:00,5,false,0,low,18.75
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 13:30:03.990185-07:00,5,false,0,low,18.75
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 13:45:04.134690-07:00,5,false,0,low,18.12
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 14:00:04.448973-07:00,5,false,0,low,16.25
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 14:15:03.620680-07:00,5,false,0,low,20.62
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 14:30:03.819144-07:00,5,false,0,low,19.38
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 14:45:04.312967-07:00,5,false,0,low,21.88
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 15:00:03.498635-07:00,5,false,0,low,20.0
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 15:15:03.645988-07:00,5,false,0,low,19.38
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 15:30:03.852350-07:00,5,false,0,low,18.12
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 15:45:04.001636-07:00,5,false,0,low,16.88
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 16:00:04.151543-07:00,5,false,0,low,16.88
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 16:15:04.417037-07:00,5,false,0,low,14.38
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 16:30:03.645590-07:00,5,false,0,low,14.38
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 16:45:03.799384-07:00,5,false,0,low,13.75
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 17:00:04.663228-07:00,5,false,0,low,15.62
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 17:15:03.849063-07:00,5,false,0,low,18.75
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 17:30:04.236144-07:00,5,false,0,low,21.88
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 17:45:04.353723-07:00,5,false,0,low,23.75
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 18:00:03.510747-07:00,5,false,0,low,19.38
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 18:15:03.669329-07:00,5,false,0,low,18.75
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 18:30:03.955341-07:00,5,false,0,low,15.62
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 18:45:04.104896-07:00,5,false,0,low,21.25
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 19:00:04.288894-07:00,5,false,0,low,19.38
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 19:15:03.490997-07:00,5,false,0,low,16.25
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 19:30:03.723402-07:00,5,false,0,low,18.12
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 19:45:03.890601-07:00,5,false,0,low,18.0
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 20:00:04.121112-07:00,5,false,0,low,16.67
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 20:15:04.307144-07:00,5,false,0,low,16.67
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 20:30:03.647902-07:00,5,false,0,low,15.0
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 20:45:03.917952-07:00,5,false,0,low,18.0
Pixar Pier,Games of Pixar Pier,Saturday,2024-07-13 21:00:04.119132-07:00,5,false,0,low,21.25
Pixar Pier,Games of Pixar Pier,Sunday,2024-07-14 08:45:03.432323-07:00,5,false,0,low,8.75
Pixar Pier,Games of Pixar Pier,Sunday,2024-07-14 09:00:03.640777-07:00,5,false,0,low,8.75
